"firstseendate";"lastseendate";"Carrier";"Technology";"height";"latitude";"longitude"
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.111107728;80.18751921
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.115207856;80.19341871
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.131207664;80.18811875
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.133108283;80.1710186
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.13330803;80.1786188
1.36E12;1.36E12;"Mobitel";"UMTS";70;6.139607693;80.18731858
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.198408248;80.18091912
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.198808421;80.18251879
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.200807824;80.18611888
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.201007881;80.18491883
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.20110833;80.19151924
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.201207843;80.17321893
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.201207845;80.19751904
1.66E12;1.72E12;"Mobitel";"UMTS";70;6.201407978;80.17931892
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.20200793;80.17991852
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.203107585;80.19461913
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.203107841;80.1843191
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.203907778;80.18111902
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.20760835;80.18641911
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.209107804;80.18251923
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.209307964;80.18591913
1.36E12;1.36E12;"Mobitel";"UMTS";70;6.217707901;80.20451915
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.220808282;80.19661863
1.37E12;1.37E12;"Mobitel";"UMTS";70;6.222207914;80.21321913
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.226208363;80.21391852
1.37E12;1.37E12;"Mobitel";"UMTS";70;6.226908046;80.17281854
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.227207936;80.17271866
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.231308119;80.17371915
1.66E12;1.71E12;"Mobitel";"UMTS";70;6.231407599;80.18771914
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.231607933;80.1824192
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.231807789;80.18561848
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.2345079;80.1769187
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.238208052;80.19441905
1.72E12;1.72E12;"Mobitel";"UMTS";70;6.240507672;80.18541854
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.240807662;80.18551846
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.241608355;80.18891909
1.37E12;1.37E12;"Mobitel";"UMTS";70;6.242007579;80.19821889
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.244907881;80.19751926
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.247407591;80.1976185
1.71E12;1.72E12;"Mobitel";"UMTS";70;6.249008279;80.19771879
1.37E12;1.37E12;"Mobitel";"UMTS";70;6.251307731;80.19731888
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.25220832;80.19711885
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.252408182;80.19511861
1.71E12;1.73E12;"Mobitel";"UMTS";70;6.254008114;80.19791873
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.260207591;80.20691923
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.261508043;80.1886192
1.34E12;1.34E12;"Mobitel";"UMTS";70;6.262808425;80.17531869
1.71E12;1.71E12;"Mobitel";"UMTS";70;6.262908355;80.19431911
1.62E12;1.65E12;"Dialog";"UMTS";70;6.263708226;80.67851847
1.35E12;1.35E12;"Dialog";"UMTS";70;6.265107919;80.7509186
1.52E12;1.52E12;"Dialog";"UMTS";70;6.266807892;80.29911917
1.53E12;1.54E12;"Dialog";"UMTS";70;6.270708391;80.30191919
1.56E12;1.56E12;"Dialog";"UMTS";70;6.273607919;80.21851879
1.61E12;1.61E12;"Dialog";"UMTS";70;6.278408335;80.13981847
1.58E12;1.58E12;"Dialog";"UMTS";70;6.301407617;80.59331901
1.53E12;1.53E12;"Dialog";"UMTS";70;6.305708128;80.26781866
1.64E12;1.64E12;"Dialog";"UMTS";70;6.317908217;81.22701871
1.58E12;1.58E12;"Dialog";"UMTS";70;6.318107789;80.54811917
1.61E12;1.61E12;"Dialog";"UMTS";70;6.318107909;80.48711908
1.58E12;1.58E12;"Dialog";"UMTS";70;6.318108078;80.64881869
1.53E12;1.57E12;"Dialog";"UMTS";70;6.318108132;80.18831874
1.61E12;1.61E12;"Dialog";"UMTS";70;6.328607691;80.41551918
1.49E12;1.49E12;"Dialog";"UMTS";70;6.3286081;80.4711189
1.56E12;1.56E12;"Dialog";"UMTS";70;6.33810825;80.21961919
1.53E12;1.53E12;"Dialog";"UMTS";70;6.338607737;80.24841843
1.53E12;1.53E12;"Dialog";"UMTS";70;6.360308223;80.26031908
1.53E12;1.53E12;"Dialog";"UMTS";70;6.462907794;80.27351891
1.61E12;1.61E12;"Dialog";"UMTS";70;6.462907823;80.34531846
1.65E12;1.65E12;"Dialog";"UMTS";70;6.46290796;80.75821918
1.52E12;1.52E12;"Dialog";"UMTS";70;6.462908193;80.17891906
1.49E12;1.49E12;"Dialog";"UMTS";70;6.46300802;80.1809187
1.59E12;1.59E12;"Dialog";"UMTS";70;6.498008235;80.25231924
1.59E12;1.59E12;"Dialog";"UMTS";70;6.526708179;80.25221912
1.56E12;1.56E12;"Dialog";"UMTS";70;6.540908346;80.26961898
1.69E12;1.69E12;"Dialog";"UMTS";70;6.544208127;81.2769187
1.7E12;1.7E12;"Dialog";"UMTS";70;6.550208356;80.42331845
1.53E12;1.53E12;"Dialog";"UMTS";70;6.554907837;80.15001848
1.52E12;1.56E12;"Dialog";"UMTS";70;6.589807741;80.18241862
1.5E12;1.5E12;"Dialog";"UMTS";70;6.60710771;80.59001924
1.53E12;1.53E12;"Dialog";"UMTS";70;6.618008109;80.30161925
1.58E12;1.58E12;"Dialog";"UMTS";70;6.697907885;80.54191914
1.52E12;1.52E12;"Dialog";"UMTS";70;6.74140789;80.18241864
1.53E12;1.53E12;"Dialog";"UMTS";70;6.772208011;80.17681913
1.52E12;1.52E12;"Dialog";"UMTS";70;6.795508197;80.21441878
1.61E12;1.62E12;"Dialog";"UMTS";70;6.880207919;80.13981904
1.58E12;1.58E12;"Dialog";"UMTS";70;6.899607743;80.54121907
1.58E12;1.58E12;"Dialog";"UMTS";70;6.910108329;80.55301848
1.59E12;1.59E12;"Dialog";"UMTS";70;6.746900227;81.72210081
1.64E12;1.64E12;"Dialog";"UMTS";70;6.913107973;80.43141891
1.53E12;1.53E12;"Dialog";"UMTS";70;6.913108145;80.2747189
1.59E12;1.59E12;"Dialog";"UMTS";70;6.913207617;80.25231905
1.66E12;1.66E12;"Dialog";"UMTS";70;6.913207659;80.35661846
1.58E12;1.58E12;"Dialog";"UMTS";70;6.913207696;80.60401897
1.58E12;1.58E12;"Dialog";"UMTS";70;6.913207735;80.60081874
1.53E12;1.53E12;"Dialog";"UMTS";70;6.913207982;80.29581879
1.58E12;1.58E12;"Dialog";"UMTS";70;6.913208045;80.6266186
1.57E12;1.57E12;"Dialog";"UMTS";70;6.913208134;80.19311878
1.49E12;1.49E12;"Dialog";"UMTS";70;6.913208179;80.4704187
1.55E12;1.73E12;"Mobitel";"LTE";70;6.913208347;80.16861842
1.7E12;1.73E12;"Mobitel";"LTE";70;6.913208355;80.17311893
1.7E12;1.72E12;"Mobitel";"LTE";70;6.913208411;80.18331867
1.7E12;1.73E12;"Mobitel";"LTE";70;6.92400761;80.19351927
1.71E12;1.73E12;"Mobitel";"LTE";70;6.927008335;80.19601902
1.55E12;1.73E12;"Mobitel";"LTE";70;6.927508289;80.17781854
1.7E12;1.73E12;"Mobitel";"LTE";70;6.927808045;80.18021859
1.71E12;1.73E12;"Mobitel";"LTE";70;6.928108112;80.18751898
1.7E12;1.73E12;"Mobitel";"LTE";70;6.928108117;80.19441882
1.66E12;1.73E12;"Mobitel";"LTE";70;6.928108278;80.18441889
1.73E12;1.73E12;"Mobitel";"LTE";70;6.928308161;80.19161851
1.66E12;1.73E12;"Mobitel";"LTE";70;6.929408423;80.18101893
1.7E12;1.72E12;"Mobitel";"LTE";70;6.930007921;80.19471919
1.71E12;1.73E12;"Mobitel";"LTE";70;6.930208081;80.18611897
1.55E12;1.71E12;"Mobitel";"LTE";70;6.932007746;80.1822186
1.73E12;1.73E12;"Mobitel";"LTE";70;6.934408235;80.1886189
1.7E12;1.73E12;"Mobitel";"LTE";70;6.938907678;80.19641927
1.7E12;1.73E12;"Mobitel";"LTE";70;6.942608259;80.20761921
1.57E12;1.73E12;"Mobitel";"LTE";70;6.947407909;80.1740186
1.66E12;1.73E12;"Mobitel";"LTE";70;6.949508059;80.18801878
1.7E12;1.73E12;"Mobitel";"LTE";70;6.949508138;80.1774187
1.57E12;1.73E12;"Mobitel";"LTE";70;6.949508242;80.1834191
1.71E12;1.73E12;"Mobitel";"LTE";70;6.949508256;80.18231856
1.7E12;1.73E12;"Mobitel";"LTE";70;6.958108185;80.18901865
1.57E12;1.73E12;"Mobitel";"LTE";70;6.968908335;80.18721873
1.71E12;1.72E12;"Mobitel";"LTE";70;6.972207716;80.19011889
1.57E12;1.73E12;"Mobitel";"LTE";70;6.973207858;80.19691849
1.7E12;1.73E12;"Mobitel";"LTE";70;6.973908204;80.19691874
1.57E12;1.73E12;"Mobitel";"LTE";70;6.975507629;80.19781917
1.71E12;1.73E12;"Mobitel";"LTE";70;6.975507636;80.19691924
1.7E12;1.73E12;"Mobitel";"LTE";70;6.975507655;80.18871877
1.7E12;1.73E12;"Mobitel";"LTE";70;6.975508163;80.19391894
1.73E12;1.73E12;"Mobitel";"LTE";70;6.97550837;80.18921923
1.71E12;1.73E12;"Mobitel";"LTE";70;6.976408029;80.20271883
1.7E12;1.73E12;"Mobitel";"LTE";70;6.980908213;80.19021909
1.7E12;1.72E12;"Mobitel";"LTE";70;6.9820083;80.19161885
1.7E12;1.73E12;"Mobitel";"LTE";70;6.983108203;80.21531855
1.71E12;1.73E12;"Mobitel";"LTE";70;6.98490756;80.16641882
1.61E12;1.73E12;"Mobitel";"LTE";70;6.986708183;80.20991879
1.73E12;1.73E12;"Mobitel";"LTE";70;6.986807548;80.18571877
1.57E12;1.73E12;"Mobitel";"LTE";70;6.986807754;80.18351904
1.57E12;1.72E12;"Mobitel";"LTE";70;6.994408228;80.18781867
1.71E12;1.73E12;"Mobitel";"LTE";70;6.994508251;80.19281851
1.7E12;1.72E12;"Mobitel";"LTE";70;6.995307669;80.19581898
1.71E12;1.72E12;"Mobitel";"LTE";70;6.995908144;80.20131864
1.7E12;1.72E12;"Mobitel";"LTE";70;6.996708257;80.18151916
1.71E12;1.72E12;"Mobitel";"LTE";70;6.996807665;80.20241889
1.71E12;1.73E12;"Mobitel";"LTE";70;6.997107608;80.19541855
1.7E12;1.73E12;"Mobitel";"LTE";70;6.997508218;80.20691885
1.71E12;1.71E12;"Mobitel";"LTE";70;6.997607796;80.20361862
1.73E12;1.73E12;"Dialog";"LTE";70;6.998707931;80.20931902
1.56E12;1.56E12;"Dialog";"LTE";70;6.999208124;80.34811915
1.73E12;1.73E12;"Dialog";"LTE";70;6.999307789;80.20981887
1.56E12;1.56E12;"Dialog";"LTE";70;7.003707989;80.31951901
1.59E12;1.59E12;"Dialog";"LTE";70;6.837900862;81.55530011
1.73E12;1.73E12;"Dialog";"LTE";70;7.005407986;80.19231898
1.73E12;1.73E12;"Dialog";"LTE";70;7.009408364;80.19721876
1.73E12;1.73E12;"Dialog";"LTE";70;7.012908037;80.20201862
1.56E12;1.56E12;"Dialog";"LTE";70;7.013007928;80.29961907
1.56E12;1.56E12;"Dialog";"LTE";70;7.014808338;80.2688186
1.56E12;1.56E12;"Dialog";"LTE";70;7.016107925;80.22451842
1.56E12;1.56E12;"Dialog";"LTE";70;7.016408086;80.26781907
1.56E12;1.56E12;"Dialog";"LTE";70;7.017007967;80.2282185
1.56E12;1.56E12;"Dialog";"LTE";70;7.017007993;80.22621885
1.73E12;1.73E12;"Dialog";"LTE";70;7.017008008;80.19371898
1.59E12;1.59E12;"Dialog";"LTE";70;6.850800685;81.72210074
1.73E12;1.73E12;"Dialog";"LTE";70;7.027407929;80.16601913
1.56E12;1.56E12;"Dialog";"LTE";70;7.027408333;80.32031896
1.49E12;1.73E12;"Dialog";"LTE";70;7.02750795;80.17121894
1.7E12;1.73E12;"Dialog";"LTE";70;7.027907726;80.17831887
1.57E12;1.73E12;"Dialog";"LTE";70;7.027908404;80.17431852
1.71E12;1.73E12;"Dialog";"LTE";70;7.029308129;80.18021867
1.7E12;1.73E12;"Dialog";"LTE";70;7.02970794;80.17881847
1.7E12;1.73E12;"Dialog";"LTE";70;7.030107557;80.18361907
1.71E12;1.73E12;"Dialog";"LTE";70;7.030508362;80.17881844
1.71E12;1.73E12;"Dialog";"LTE";70;7.030607977;80.17631914
1.71E12;1.73E12;"Dialog";"LTE";70;7.032808286;80.18671857
1.49E12;1.73E12;"Dialog";"LTE";70;7.033307569;80.1720191
1.7E12;1.73E12;"Dialog";"LTE";70;7.034607617;80.18241885
1.49E12;1.73E12;"Dialog";"LTE";70;7.035307609;80.1704187
1.49E12;1.73E12;"Dialog";"LTE";70;7.035307661;80.17631857
1.57E12;1.73E12;"Dialog";"LTE";70;7.035307724;80.17761911
1.49E12;1.73E12;"Dialog";"LTE";70;7.036207887;80.17511922
1.49E12;1.73E12;"Dialog";"LTE";70;7.037108131;80.17491901
1.71E12;1.73E12;"Dialog";"LTE";70;7.037608056;80.180619
1.49E12;1.49E12;"Dialog";"LTE";70;7.03810796;80.17011918
1.7E12;1.73E12;"Dialog";"LTE";70;7.03860787;80.18891859
1.71E12;1.73E12;"Dialog";"LTE";70;7.039408403;80.18641862
1.72E12;1.72E12;"Dialog";"LTE";70;7.03970812;80.2060191
1.57E12;1.73E12;"Dialog";"LTE";70;7.040808088;80.18121858
1.71E12;1.73E12;"Dialog";"LTE";70;7.043307775;80.19651851
1.7E12;1.73E12;"Dialog";"LTE";70;7.043407693;80.1917189
1.49E12;1.73E12;"Dialog";"LTE";70;7.04340784;80.16761899
1.57E12;1.73E12;"Dialog";"LTE";70;7.043807593;80.17451915
1.52E12;1.73E12;"Dialog";"LTE";70;7.044308088;80.19611906
1.7E12;1.73E12;"Dialog";"LTE";70;7.044807943;80.17391875
1.49E12;1.73E12;"Dialog";"LTE";70;7.045008406;80.17261897
1.7E12;1.73E12;"Dialog";"LTE";70;7.046907746;80.19941889
1.49E12;1.73E12;"Dialog";"LTE";70;7.048307829;80.17131857
1.73E12;1.73E12;"Dialog";"LTE";70;7.050208092;80.19981871
1.64E12;1.66E12;"Hutch";"LTE";70;7.050308301;81.38361852
1.64E12;1.64E12;"Hutch";"LTE";70;7.050808317;81.30131847
1.64E12;1.64E12;"Hutch";"LTE";70;7.050907832;81.31391887
1.64E12;1.66E12;"Hutch";"LTE";70;7.051308106;81.37681923
1.64E12;1.65E12;"Hutch";"LTE";70;7.052007913;81.18921879
1.64E12;1.65E12;"Hutch";"LTE";70;7.052107549;81.36591859
1.66E12;1.66E12;"Hutch";"LTE";70;7.052107633;81.41211847
1.64E12;1.64E12;"Hutch";"LTE";70;7.052108298;81.31331908
1.66E12;1.66E12;"Hutch";"LTE";70;7.052907801;81.40331871
1.64E12;1.7E12;"Hutch";"LTE";70;7.053107804;81.26671923
1.64E12;1.64E12;"Hutch";"LTE";70;7.053307738;81.23251911
1.64E12;1.65E12;"Hutch";"LTE";70;7.053308374;81.37511857
1.68E12;1.68E12;"Hutch";"LTE";70;7.053407823;81.38771862
1.64E12;1.7E12;"Hutch";"LTE";70;7.054407845;81.26671874
1.65E12;1.65E12;"Hutch";"LTE";70;7.057008284;81.37491901
1.66E12;1.66E12;"Hutch";"LTE";70;7.057307745;81.38021922
1.65E12;1.65E12;"Hutch";"LTE";70;7.058108258;81.3749186
1.64E12;1.66E12;"Hutch";"LTE";70;7.05810842;81.37491873
1.64E12;1.64E12;"Hutch";"LTE";70;7.05820789;81.2999189
1.64E12;1.64E12;"Hutch";"LTE";70;7.058207964;81.33151843
1.64E12;1.7E12;"Hutch";"LTE";70;7.058208402;81.27141868
1.66E12;1.66E12;"Hutch";"LTE";70;7.05950808;81.38991869
1.68E12;1.68E12;"Hutch";"LTE";70;7.059508233;80.84641892
1.68E12;1.68E12;"Hutch";"LTE";70;7.059608341;81.6244192
1.68E12;1.68E12;"Hutch";"LTE";70;7.059707945;81.56111854
1.64E12;1.64E12;"Hutch";"LTE";70;7.060707559;81.54801917
1.68E12;1.68E12;"Hutch";"LTE";70;7.060708121;81.41241875
1.68E12;1.68E12;"Hutch";"LTE";70;7.060907985;81.41541913
1.73E12;1.73E12;"Hutch";"LTE";70;7.061507864;81.11931872
1.71E12;1.72E12;"Hutch";"LTE";70;7.061807719;80.53771911
1.71E12;1.71E12;"Hutch";"LTE";70;7.062808288;80.41921912
1.71E12;1.71E12;"Hutch";"LTE";70;7.063007643;80.44231898
1.71E12;1.71E12;"Hutch";"LTE";70;7.063407817;80.47551892
1.71E12;1.71E12;"Hutch";"LTE";70;7.063608071;80.69711921
1.71E12;1.73E12;"Hutch";"LTE";70;7.063707572;80.49731911
1.71E12;1.71E12;"Hutch";"LTE";70;7.06400767;80.52931878
1.71E12;1.73E12;"Hutch";"LTE";70;7.064107804;80.50901851
1.71E12;1.71E12;"Hutch";"LTE";70;7.064307627;80.66641885
1.71E12;1.73E12;"Hutch";"LTE";70;7.064307701;80.58041862
1.71E12;1.72E12;"Hutch";"LTE";70;7.065608184;80.47171895
1.71E12;1.71E12;"Hutch";"LTE";70;7.065708114;80.4973191
1.71E12;1.71E12;"Hutch";"LTE";70;7.066008001;80.53151899
1.71E12;1.73E12;"Hutch";"LTE";70;7.06810777;80.53881877
1.71E12;1.73E12;"Hutch";"LTE";70;7.068108073;80.56431841
1.71E12;1.71E12;"Hutch";"LTE";70;7.068307787;80.45611926
1.64E12;1.64E12;"Hutch";"LTE";70;7.0688079;81.23691885
1.68E12;1.68E12;"Hutch";"LTE";70;7.069008053;81.61991889
1.68E12;1.68E12;"Hutch";"LTE";70;7.069207831;81.62771846
1.66E12;1.66E12;"Hutch";"LTE";70;7.069607881;81.41421909
1.69E12;1.69E12;"Hutch";"LTE";70;7.06960805;80.95581864
1.64E12;1.66E12;"Airtel";"LTE";70;7.069808275;81.39271851
1.64E12;1.66E12;"Airtel";"LTE";70;7.069907881;81.37521919
1.64E12;1.66E12;"Airtel";"LTE";70;7.070108407;81.37281917
1.64E12;1.64E12;"Airtel";"LTE";70;7.070208317;81.30931893
1.64E12;1.64E12;"Airtel";"LTE";70;7.070308015;81.30901853
1.64E12;1.64E12;"Airtel";"LTE";70;7.071608114;81.2241191
1.64E12;1.64E12;"Airtel";"LTE";70;7.071708411;81.32331914
1.64E12;1.66E12;"Airtel";"LTE";70;7.071808021;81.3752184
1.64E12;1.64E12;"Airtel";"LTE";70;7.072108033;81.29701859
1.64E12;1.64E12;"Airtel";"LTE";70;7.072807758;81.36421859
1.64E12;1.64E12;"Airtel";"LTE";70;7.073308096;81.20451848
1.64E12;1.64E12;"Airtel";"LTE";70;7.073308403;81.36191839
1.64E12;1.64E12;"Airtel";"LTE";70;7.073408356;81.27831861
1.64E12;1.64E12;"Airtel";"LTE";70;7.073508077;81.2754191
1.65E12;1.66E12;"Airtel";"LTE";70;7.073608344;81.40031859
1.64E12;1.64E12;"Airtel";"LTE";70;7.074108398;81.32051908
1.65E12;1.66E12;"Airtel";"LTE";70;7.074207642;81.38651874
1.64E12;1.66E12;"Airtel";"LTE";70;7.074307682;81.37481912
1.64E12;1.66E12;"Airtel";"LTE";70;7.074707938;81.3749192
1.64E12;1.64E12;"Airtel";"LTE";70;7.074708174;81.17711908
1.68E12;1.68E12;"Airtel";"LTE";70;6.909200775;81.67300075
1.71E12;1.73E12;"Airtel";"LTE";70;7.07550837;80.18621861
1.71E12;1.73E12;"Airtel";"LTE";70;7.075608417;80.19351868
1.71E12;1.73E12;"Airtel";"LTE";70;7.076408351;80.1993188
1.71E12;1.71E12;"Airtel";"LTE";70;7.076507988;80.52631849
1.71E12;1.73E12;"Airtel";"LTE";70;7.076807598;80.17421848
1.71E12;1.73E12;"Airtel";"LTE";70;7.076908085;80.17661858
1.71E12;1.73E12;"Airtel";"LTE";70;7.077207601;80.17871844
1.71E12;1.73E12;"Airtel";"LTE";70;7.077307945;80.17771849
1.71E12;1.73E12;"Airtel";"LTE";70;7.077308044;80.18211845
1.7E12;1.73E12;"Airtel";"LTE";70;7.077508087;80.1742188
1.71E12;1.73E12;"Airtel";"LTE";70;7.077908132;80.17501926
1.71E12;1.73E12;"Airtel";"LTE";70;7.078208309;80.20311874
1.71E12;1.73E12;"Airtel";"LTE";70;7.078208421;80.19101916
1.67E12;1.73E12;"Airtel";"LTE";70;7.078507619;80.19671926
1.67E12;1.73E12;"Airtel";"LTE";70;7.078608115;80.19641852
1.67E12;1.73E12;"Airtel";"LTE";70;7.078707682;80.1961188
1.71E12;1.73E12;"Airtel";"LTE";70;7.078707771;80.20301881
1.71E12;1.73E12;"Airtel";"LTE";70;7.078707973;80.20921911
1.71E12;1.73E12;"Airtel";"LTE";70;7.079007555;80.20211843
1.71E12;1.73E12;"Airtel";"LTE";70;7.079007754;80.20921872
1.71E12;1.73E12;"Airtel";"LTE";70;7.079608341;80.20021854
1.71E12;1.73E12;"Airtel";"LTE";70;7.079707638;80.21071871
1.71E12;1.71E12;"Airtel";"LTE";70;7.079808358;80.43291904
1.72E12;1.72E12;"Airtel";"LTE";70;7.080107695;80.14971847
1.71E12;1.73E12;"Airtel";"LTE";70;7.080208032;80.18931878
1.71E12;1.73E12;"Airtel";"LTE";70;7.080407812;80.1908189
1.67E12;1.73E12;"Airtel";"LTE";70;7.080708145;80.19621867
1.71E12;1.73E12;"Airtel";"LTE";70;7.082007857;80.18221886
1.71E12;1.73E12;"Airtel";"LTE";70;7.082008036;80.18421915
1.57E12;1.57E12;"Dialog";"GSM";70;7.082107618;81.36261894
1.58E12;1.58E12;"Dialog";"GSM";70;7.082908213;80.54571883
1.64E12;1.64E12;"Dialog";"GSM";70;7.083407975;80.43141918
1.58E12;1.58E12;"Dialog";"GSM";70;7.083808105;80.54581845
1.63E12;1.66E12;"Dialog";"GSM";70;7.084308108;81.4989185
1.72E12;1.72E12;"Dialog";"GSM";70;7.084607634;80.21491892
1.63E12;1.63E12;"Dialog";"GSM";70;7.084708318;81.29191917
1.59E12;1.59E12;"Dialog";"GSM";70;7.085708213;81.31421851
1.57E12;1.57E12;"Dialog";"GSM";70;7.085907855;81.36911925
1.64E12;1.64E12;"Dialog";"GSM";70;6.919800714;81.72850013
1.57E12;1.57E12;"Dialog";"GSM";70;7.086808163;80.95001894
1.57E12;1.57E12;"Dialog";"GSM";70;7.087008408;81.31241886
1.57E12;1.63E12;"Dialog";"GSM";70;7.087108103;81.34011883
1.71E12;1.72E12;"Dialog";"GSM";70;7.087407995;80.21421841
1.57E12;1.57E12;"Dialog";"GSM";70;7.08740802;80.18351915
1.72E12;1.72E12;"Dialog";"GSM";70;7.087408301;80.20311876
1.73E12;1.73E12;"Dialog";"GSM";70;7.087608389;80.1782191
1.57E12;1.57E12;"Dialog";"GSM";70;7.08840831;80.85601923
1.63E12;1.63E12;"Dialog";"GSM";70;7.088607848;81.62681913
1.37E12;1.37E12;"Dialog";"GSM";70;7.0888081;80.17901889
1.73E12;1.73E12;"Dialog";"GSM";70;7.089607917;80.19631864
1.43E12;1.43E12;"Dialog";"GSM";70;6.9244002;81.75040047
1.73E12;1.73E12;"Dialog";"GSM";70;7.091207682;80.19661906
1.72E12;1.72E12;"Dialog";"GSM";70;7.09120812;80.19761884
1.57E12;1.57E12;"Dialog";"GSM";70;7.092407897;80.70851889
1.57E12;1.57E12;"Dialog";"GSM";70;7.093307857;80.69491865
1.57E12;1.57E12;"Dialog";"GSM";70;7.093807959;80.74841896
1.57E12;1.57E12;"Dialog";"GSM";70;7.093907995;80.76281912
1.57E12;1.57E12;"Dialog";"GSM";70;7.093908072;80.32951875
1.73E12;1.73E12;"Dialog";"GSM";70;7.094007899;80.17921862
1.57E12;1.57E12;"Dialog";"GSM";70;7.094008339;81.07141854
1.73E12;1.73E12;"Dialog";"GSM";70;7.094008359;80.17921908
1.57E12;1.57E12;"Dialog";"GSM";70;7.094208117;80.94731922
1.57E12;1.57E12;"Dialog";"GSM";70;7.094408345;80.9501184
1.57E12;1.57E12;"Dialog";"GSM";70;7.094507934;80.96331871
1.57E12;1.57E12;"Dialog";"GSM";70;7.0947076;80.95041921
1.57E12;1.57E12;"Dialog";"GSM";70;7.09500814;80.96141901
1.57E12;1.57E12;"Dialog";"GSM";70;7.095407589;80.96461839
1.73E12;1.73E12;"Dialog";"GSM";70;7.095508022;80.48381873
1.72E12;1.72E12;"Dialog";"GSM";70;7.096708314;80.28801919
1.71E12;1.72E12;"Dialog";"GSM";70;7.096708426;80.2745192
1.71E12;1.73E12;"Dialog";"GSM";70;7.097308001;80.32161912
1.71E12;1.72E12;"Dialog";"GSM";70;7.09740784;80.28431906
1.72E12;1.72E12;"Dialog";"GSM";70;7.097707573;80.2529192
1.71E12;1.72E12;"Dialog";"GSM";70;7.098007719;80.24051862
1.71E12;1.72E12;"Dialog";"GSM";70;7.098208308;80.2428186
1.71E12;1.71E12;"Dialog";"GSM";70;7.098607848;80.27821916
1.58E12;1.58E12;"Dialog";"GSM";70;7.099908202;80.54571848
1.61E12;1.62E12;"Dialog";"GSM";70;7.100007885;80.14001926
1.61E12;1.62E12;"Dialog";"GSM";70;7.10020788;80.13991856
1.72E12;1.72E12;"Mobitel";"GSM";70;7.101108332;80.19491882
1.73E12;1.73E12;"Mobitel";"GSM";70;7.103508359;80.17441862
1.73E12;1.73E12;"Mobitel";"GSM";70;7.104208168;80.19091841
1.71E12;1.73E12;"Mobitel";"GSM";70;7.104307971;80.19151847
1.72E12;1.72E12;"Mobitel";"GSM";70;7.104408198;80.19481859
1.34E12;1.34E12;"Mobitel";"GSM";70;7.104808364;80.20831846
1.72E12;1.72E12;"Mobitel";"GSM";70;7.104907652;80.18241886
1.7E12;1.73E12;"Mobitel";"GSM";70;7.105007589;80.20981883
1.73E12;1.73E12;"Mobitel";"GSM";70;7.105607765;80.19151926
1.7E12;1.71E12;"Mobitel";"GSM";70;7.105707759;80.19721851
1.36E12;1.36E12;"Mobitel";"GSM";70;7.107008011;80.17831915
1.72E12;1.72E12;"Mobitel";"GSM";70;7.107008316;80.1947187
1.72E12;1.72E12;"Mobitel";"GSM";70;7.107208366;80.1824187
1.73E12;1.73E12;"Mobitel";"GSM";70;7.108108293;80.19151845
1.72E12;1.73E12;"Mobitel";"GSM";70;7.109907886;80.73161854
1.72E12;1.73E12;"Mobitel";"GSM";70;7.110407708;80.73201842
1.38E12;1.38E12;"Mobitel";"GSM";70;7.110407806;80.68811911
1.72E12;1.73E12;"Mobitel";"GSM";70;7.110607731;80.73251891
1.72E12;1.72E12;"Mobitel";"GSM";70;7.111308417;80.73161879
1.72E12;1.73E12;"Mobitel";"GSM";70;7.112607808;80.82871866
1.38E12;1.38E12;"Mobitel";"GSM";70;7.113407555;80.68811853
1.34E12;1.34E12;"Mobitel";"GSM";70;7.113508278;80.50691917
1.34E12;1.34E12;"Mobitel";"GSM";70;7.113808344;80.16781905
